DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,MEDIUM_FOREST,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,MEDIUM_FOREST,MEDIUM_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,MEDIUM_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,MEDIUM_FOREST,FARM_LAND,TOWN,TOWN,TOWN,TOWN,FARM_LAND,MEDIUM_FOREST,MEDIUM_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,FARM_LAND,TOWN,TOWN,TOWN,TOWN,FARM_LAND,MEDIUM_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,MEDIUM_FOREST,FARM_LAND,TOWN,TOWN,TOWN,TOWN,FARM_LAND,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,PLAINS,TOWN,TOWN,TOWN,TOWN,FARM_LAND,MEDIUM_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,MEDIUM_FOREST,FARM_LAND,TOWN,TOWN,TOWN,TOWN,ROAD,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,PLAINS,PLAINS,PLAINS,ROAD,TOWN,TOWN,TOWN,TOWN,FARM_LAND,MEDIUM_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,MEDIUM_FOREST,FARM_LAND,TOWN,TOWN,TOWN,TOWN,PLAINS,PLAINS,PLAINS,PLAINS,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,PLAINS,PLAINS,PLAINS,FARM_LAND,TOWN,TOWN,TOWN,TOWN,FARM_LAND,MEDIUM_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,MEDIUM_FOREST,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,PLAINS,PLAINS,PLAINS,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,PLAINS,PLAINS,PLAINS,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,MEDIUM_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,PLAINS,PLAINS,PLAINS,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,MOUNTAIN,MOUNTAIN,MOUNTAIN,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,MOUNTAIN,MOUNTAIN,MOUNTAIN,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,MOUNTAIN,MOUNTAIN,MOUNTAIN,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,LIGHT_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,MOUNTAIN,MOUNTAIN,MOUNTAIN,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,LIGHT_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,DEEP_FOREST,MOUNTAIN,MOUNTAIN,MOUNTAIN,DEEP_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,LIGHT_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,MEDIUM_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,DEEP_FOREST,DEEP_FOREST,MOUNTAIN,MOUNTAIN,MOUNTAIN,DEEP_FOREST,DEEP_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,MOUNTAIN,MOUNTAIN,MOUNTAIN,DEEP_FOREST,DEEP_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,DARK_FOREST,DARK_FOREST,DARK_FOREST,MOUNTAIN,MOUNTAIN,MOUNTAIN,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,DARK_FOREST,DARK_FOREST
DARK_FOREST,DARK_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,MOUNTAIN,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,LIGHT_FOREST,DARK_FOREST,DARK_FOREST
WATER,WATER,WATER,WATER,WATER,WATER,WATER,WATER,WATER,WATER,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,MOUNTAIN,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,PLAINS,DARK_FOREST,DARK_FOREST
WATER,WATER,WATER,WATER,WATER,WATER,WATER,WATER,WATER,WATER,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DARK_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,DEEP_FOREST,PLAINS,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,ROAD,FARM_LAND,FARM_LAND,FARM_LAND,FARM_LAND,PLAINS,DARK_FOREST,DARK_FOREST
